id,car_id,make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,city,price,body_type,fuel_type,transmission
1536,jEY4wdZye9eNqN8PDjPqUPX922L54hV,Toyota,Camry,2009,Gold,Nigerian Used,217288.0,2400.0,,Registered,Registered,Gudu,4725000,,Petrol,Automatic
1537,jEY4wdZit4aLOlU9lDYStrMAmCVOb42,Toyota,Sienna,2009,Gray,Nigerian Used,222409.0,3500.0,LAGOS,Registered,Registered,Yaba,6615000,,Petrol,Automatic
1538,jEY4wdZWfGggkBnpiMKkn6VDqK278x6,Honda,Accord,2017,Black,Nigerian Used,127469.0,2400.0,FCT,Registered,Registered,Lugbe District,9975000,Sedan,Petrol,Automatic
1539,jEY4wdZPnccbt3QkG0sCfyz0JyEvSVU,Toyota,Camry,2008,Green,Nigerian Used,179204.0,2400.0,LAGOS,Registered,Imported,Lekki,6240000,,Petrol,Automatic
1540,jEY4wdZrVL4BXmTYasBeNXcYRRsxnTp,Toyota,Camry,2005,Gray,Nigerian Used,160872.0,2400.0,LAGOS,Registered,Imported,Ibadan,3952000,,Petrol,Automatic
1541,jEY4wdZHLkeGOurYz5oUa7Gal87m8QD,Pontiac,Vibe,2006,Green,Nigerian Used,164111.0,1800.0,LAGOS,Registered,Imported,Ibadan,7875000,,Petrol,Automatic
1542,jEY4wdZSgi6NK5Np7vTGMitpec19RCl,Lexus,GS,2006,Black,Nigerian Used,364748.0,3000.0,LAGOS,Registered,Imported,Alimosho,7140000,,Petrol,Automatic
1543,jEY4wdZZtYVvsGpEQOZrNLgbN70Ugiv,Toyota,Sienna,2011,Black,Nigerian Used,291585.0,3500.0,,Registered,Imported,Gwarinpa,7875000,,Petrol,Automatic
1544,jEY4wdZOEWPMq3fMNYiMi5syf0GWgkN,Toyota,Corolla,2010,Red,Nigerian Used,178613.0,1800.0,,Registered,Imported,Gwarinpa,5040000,,Petrol,Automatic
1545,jlCs49Pmwl82pBEEpfgNdWu234fpX7,Kia,Rio,2012,Black,Nigerian Used,155428.0,,Lagos,Registered,Brand new,Isolo,2415000,,Petrol,Manual
1546,jEY4wdZuzkfOWRUPkdHQTQK1W8jWnGa,Mercedes-Benz,C300,2014,White,Foreign Used,144676.0,3000.0,,Imported,Imported,Gwagwalada,15080000,,Petrol,Automatic
1547,jEY4wdZkG6tEae9Fy2mvTTpcbS4aPqu,Honda,Pilot,2006,Gray,Nigerian Used,234066.0,3500.0,,Registered,Registered,Ikorodu,4200000,SUV,Petrol,Automatic
1548,jEY4wdZHUrpT8wxti9QvFDsR08hYlBU,Toyota,Corolla,2004,Black,Nigerian Used,70414.0,1800.0,ABUJA,Registered,Registered,Garki 2,3990000,,Petrol,Automatic
1549,jEY4wdZZ82UCwckdsV25X3sr8Voz1nZ,Lexus,RX,2008,Gold,Nigerian Used,99296.0,3500.0,Lagos,Registered,Imported,Benin City,9660000,SUV,Petrol,Automatic
1550,jEY4wdZjnoFbyZqBEq9A4L6K1VE42us,Toyota,Camry,1999,Green,Nigerian Used,335977.0,3000.0,LAGOS,Registered,Registered,Isolo,2625000,,Petrol,Automatic
1551,jEY4wdZBLVcEJYIvwR8Gz3NEVk32FdH,Toyota,Camry,2010,Silver,Nigerian Used,148082.0,2400.0,LAGOS,Registered,Imported,Lekki,5292000,,Petrol,Automatic
1552,jEY4wdZn4bCG15m92cgmOW7Tjrczh7B,Toyota,4-Runner,2014,Black,Nigerian Used,161791.0,4000.0,Lagos,Registered,Registered,Ilupeju,23100000,SUV,Petrol,Automatic
1553,jEY4wdZrWOsyFKLhZKP0iGsXtDuoa4k,Toyota,Corolla,2009,Silver,Nigerian Used,270209.0,1800.0,Lagos,Registered,Imported,Akure,5985000,,Petrol,Automatic
1554,jEY4wdZHreE0sr8CQnx84ezrtBbSp09,Toyota,Camry,1999,Black,Nigerian Used,160932.0,2200.0,,Registered,Registered,Lugbe District,1890000,,Petrol,Automatic
1555,jEY4wdZBP1PyQD9sL7qv4euvnMqIGK0,Honda,Civic,2006,Silver,Nigerian Used,220036.0,1500.0,,Registered,Registered,Gudu,3675000,,Petrol,Automatic
1556,jEY4wdZvlii5FXW6hnk1YVMuQ9UIdcs,BMW,X6,2009,White,Nigerian Used,183300.0,3000.0,Lagos State,Registered,Imported,Alimosho,8400000,Crossover,Petrol,Automatic
1557,jEY4wdZknCmQVTvOnuykQJk4781LNhV,Lexus,GX,2010,Black,Nigerian Used,159327.0,4600.0,FCT,Registered,Imported,Lugbe District,26250000,SUV,Petrol,Automatic
1558,jEY4wdZBBLwICyAY1UDlKKxWzvcXR6x,Nissan,Altima,2018,Gray,Foreign Used,86331.0,2500.0,,Imported,Imported,Lekki,8400000,Sedan,Petrol,CVT
1559,jEY4wdZQiyXEoS63rERRoS7vdyDEusM,Lexus,RX 350,2010,Silver,Nigerian Used,109092.0,3500.0,,Registered,Imported,Lekki,15435000,SUV,Petrol,Automatic
1560,jEY4wdZgxtySzooelbBGeUiJwVOQgSt,Toyota,Sienna,2009,White,Nigerian Used,303025.0,3500.0,,Registered,Imported,Surulere,7350000,SUV,Petrol,Automatic
1561,jEY4we00CUsBHwnLT7FK2TgsGjgKIKx,Ford,Edge,2007,Gray,Nigerian Used,270599.0,3500.0,,Registered,Registered,Port-Harcourt,3150000,SUV,Petrol,Automatic
1562,jEY4wdZqe3Tc0MeUKZQgxf1wrAaqc9K,Toyota,Land Cruiser,2009,Black,Nigerian Used,120070.0,4000.0,FCT,Registered,Registered,Alimosho,68250000,SUV,Petrol,Automatic
1563,jEY4wdZL9XBxFNrnaQ9XsSHhI3GViuY,Mercedes-Benz,C300,2016,Black,Nigerian Used,65504.0,2000.0,LAGOS,Registered,Registered,Ogba,28350000,,Petrol,Automatic
1564,jEY4wdZmLqyOfQt3pTjWcGMqUoxeoTo,Volkswagen,Passat,2008,Black,Nigerian Used,160624.0,2000.0,ABUJA,Registered,Registered,Jabi,4200000,Hatchback,Petrol,Automatic
1565,jEY4wdZGbSZxtiJPpJIGReuzP3xymEv,Volkswagen,Golf,1993,Silver,Nigerian Used,236510.0,1800.0,LAGOS,Registered,Registered,Uyo,1575000,Hatchback,Petrol,Manual
1566,jEY4wdZtPWo4eUgbZDDf1yuL1wBGtaI,Toyota,4-Runner,2010,White,Foreign Used,133032.0,4000.0,,Imported,Imported,Magodo,21997500,SUV,Petrol,Automatic
1567,jEY4wdZMtRB3FP4BVNzq3glabdEWRyd,Ford,Taurus,2014,Red,Nigerian Used,173752.0,3500.0,LAGOS,Registered,Imported,Lekki,7350000,,Petrol,Automatic
1568,jEY4wdZBOEGA5A4ZQPxHUJCMWFk7I0q,Acura,MDX,2006,Blue,Nigerian Used,362434.0,3500.0,Lagos,Registered,Imported,Owerri,2940000,SUV,Petrol,Automatic
1569,jEY4wdZv8xYvIrFS8gedN7Dw8qg6Zi8,Toyota,Highlander,2004,Gold,Nigerian Used,235693.0,3300.0,LAGOS,Registered,Registered,Abeokuta North,4410000,SUV,Petrol,Automatic
1570,jEY4wdZPvMtsvbDbJ8KrG03xoFpCr6X,Nissan,Pathfinder,2013,Gold,Nigerian Used,71852.0,3500.0,Lagos,Registered,Imported,Ikeja,10080000,SUV,Petrol,Automatic
1571,jEY4wdZSZxfMFyY4snbVvPT9DDOJlYe,Honda,Civic,2015,Silver,Nigerian Used,176168.0,1800.0,,Registered,Imported,Central Business District,11550000,,Petrol,Automatic
1572,jEY4wdZqcilGpA8C4zB5sxQjUraHIUh,Lexus,RX 350,2013,Black,Foreign Used,95046.0,3500.0,,Imported,Imported,Ajah,29120000,SUV,Petrol,Automatic
1573,jEY4wdZjN2kCAJAkxbBGXsNLgLKeZo1,Volkswagen,Sharan,2003,Black,Nigerian Used,244053.0,2800.0,ENUGU,Registered,Imported,Enugu,2310000,,Petrol,Automatic
1574,jEY4wdZqrt6a5lmlRw69I4HT9ljzwLN,Sinotruk,Howo,2016,Red,Foreign Used,4480.0,,,Imported,Imported,Kaduna / Kaduna State,49350000,,Diesel,Manual
1575,jEY4wdZm0iLPyXYoVHscQPrcInUHNgH,Toyota,Camry,2010,Black,Nigerian Used,221181.0,2500.0,Lagos State,Registered,Registered,Alimosho,7072000,,Petrol,Automatic
1576,jEY4wdZr09VEPSI6TA9pOHG1L9BPHGT,Toyota,RAV4,2013,Black,Nigerian Used,136293.0,,LAGOS,Registered,Imported,Abule Egba,11025000,SUV,Petrol,Automatic
1577,jEY4wdZv8xBKTk4wh8dDAYjHzIgUnCn,Toyota,Hilux,2023,White,Nigerian Used,10750.0,2700.0,LAGOS,Registered,Imported,Amuwo-Odofin,70350000,Pick-up Double Cabin,Petrol,Automatic
1578,jEY4wdZMKv8LnggbjgOb7fyZslSp0Yv,Kia,Sorento,2011,Gray,Nigerian Used,119202.0,3500.0,LAGOS,Registered,Registered,Kubwa,5775000,SUV,Petrol,Automatic
1579,jEY4wdZTT8uv9zwCiHsicfEuh1ZnkAj,Toyota,Sienna,1998,Burgandy,Nigerian Used,183241.0,3000.0,,Registered,Registered,Surulere,4200000,,Petrol,Automatic
1580,jEY4wdZrDF2XeNPBZ0wxkXAu0cXco6k,Kia,Rio,2010,Brown,Nigerian Used,196543.0,1400.0,ABUJA,Registered,Registered,Gwagwalada,2625000,,Petrol,Manual
1581,jEY4wdZEm6h8uWm8tcXbCkpic9iNV3X,Toyota,Hilux,2007,White,Nigerian Used,180810.0,2700.0,,Registered,Brand new,Asokoro,10500000,Pick-up Double Cabin,Petrol,Manual
1582,jEY4wdZiXATxzLOzAaLviVoI8xLeOfB,Toyota,Venza,2011,Brown,Nigerian Used,212049.0,3500.0,LAGOS,Registered,Imported,Ojodu,14700000,Crossover,Petrol,Automatic
1583,jEY4wdZfGkLpWSTVFQZ94l2wr4fJLk3,Toyota,Fortuner,2013,Silver,Nigerian Used,201838.0,2700.0,Rivers,Registered,Imported,Port-Harcourt,13650000,SUV,Petrol,Automatic
1584,jEY4wdZEg1ji3Nkyv7MTDwLlOvC6HTp,Toyota,Solara,2005,Silver,Nigerian Used,401561.0,,OGUN,Registered,Imported,Alimosho,3780000,Coupe,Petrol,Automatic
1585,jEY4wdZXywGhjNwyepTcpjOgMKWjRGS,Hyundai,Sonata,2016,Black,Nigerian Used,244133.0,2400.0,ABUJA,Registered,Imported,Port-Harcourt,11550000,Sedan,Petrol,CVT
1586,jEY4wdZdtapI9ZsNMD3Sqv06gFkjWja,Toyota,Camry,2007,Black,Nigerian Used,240951.0,3000.0,LAGOS,Registered,Imported,Ojodu,4446750,Sedan,Petrol,Automatic
1587,jEY4wdZAacVgn5WiUQwtanG0q6w6CgZ,Toyota,Sienna,2005,Blue,Nigerian Used,359302.0,3300.0,,Registered,Registered,Yaba,4200000,,Petrol,Automatic
1588,jEY4wdZF4p9PqYl1DR5W65S5UPRJcJx,Toyota,Camry,2014,Red,Nigerian Used,208749.0,2500.0,,Registered,Registered,Port-Harcourt,9975000,,Petrol,Automatic
1589,jEY4wdZM7WP4TdF24SLeNwhiO6b2nlE,Lexus,LS,2012,White,Nigerian Used,177199.0,4000.0,ABUJA,Registered,Registered,Yaba,14700000,,Petrol,Automatic
1590,jEY4wdZLOrLDgMgJjMRfq0rJd3mCGMZ,Mercedes-Benz,GL-Class,2008,Silver,Foreign Used,437565.0,4600.0,,Imported,Imported,Akure,13000000,SUV,Petrol,Automatic
1591,jEY4wdZnr1B9f2OlDBrh2kJzIsd8CX1,Kia,Sorento,2011,Off white,Nigerian Used,160291.0,3500.0,Lagos,Registered,Imported,Ikeja,7350000,SUV,Petrol,Automatic
1592,jEY4wdZjzarvgCv0V0O8s5DAV2CDn9d,Peugeot,307,2003,Silver,Nigerian Used,41580.0,2000.0,,Registered,Registered,Port-Harcourt,3360000,Convertible,Petrol,Manual
1593,jEY4wdZ9xY8zqd85rFg8VrzW8HOGaxf,Toyota,Sienna,2005,Green,Nigerian Used,427617.0,3300.0,Lagos,Registered,Imported,Ikotun/Igando,6240000,SUV,Petrol,Automatic
1594,jEY4wdZXwUvXGScBtwNTmW3icHkwXpu,Honda,Accord,2013,Black,Nigerian Used,131978.0,3500.0,,Registered,Registered,Ikeja,10400000,,Petrol,Automatic
1595,jEY4wdZqk0NOYqqYTO6T8umcPRPkFjG,Toyota,Corolla,2018,Gray,Nigerian Used,95050.0,1800.0,Abuja,Registered,Imported,Wuse,12600000,,Petrol,Automatic
1596,jEY4wdZyBjSAx5hv2gX5d0CSB6Qza9R,Toyota,Camry,2001,Black,Nigerian Used,309418.0,1800.0,LAGOS,Registered,Registered,Ibeju,1680000,Sedan,Petrol,Manual
1597,jEY4wdZdKDj1pdSSr7zvD11nypoasq7,Land Rover,Lr4,2010,Black,Nigerian Used,212452.0,5000.0,IMO,Registered,Registered,Jabi,7350000,SUV,Petrol,Automatic
1598,jEY4wdZkFf8ppExdXJhlAyI6bCzaE3Z,Toyota,Avensis,2012,Black,Nigerian Used,125737.0,2000.0,LAGOS,Registered,Brand new,Lekki,4200000,,Petrol,Automatic
1599,jEY4wdZWtnTnrICXzogdocrNFbn7rvC,Toyota,Camry,2007,Red,Nigerian Used,200430.0,2400.0,ABUJA,Registered,Registered,Ibeju,4725000,Sedan,Petrol,Automatic
1600,jEY4wdZXIfigYtZdAlMyIhViNYhDg6C,Kia,Sportage,2015,Silver,Nigerian Used,82500.0,2000.0,,Registered,Registered,Karu,4515000,,Petrol,Automatic
1601,jEY4wdZHhSOvBFNWTBJdhai7KFAfpLH,Hyundai,Accent,2007,Black,Nigerian Used,63612.0,1600.0,Rivers,Registered,Registered,Port-Harcourt,2257500,Hatchback,Petrol,Automatic
1602,jEY4wdZgIGKAoixAF4PzVv70mYGywhK,Toyota,Corolla,2014,Black,Nigerian Used,4886.0,1600.0,Lagos,Registered,Imported,Ajah,16800000,,Petrol,Automatic
1603,jEY4wdZEJNxS34tcRSeUch4EDvH3thG,Nissan,Sentra,2006,Black,Nigerian Used,32496.0,3500.0,TARABA,Registered,Registered,Abule Egba,2205000,,Petrol,Automatic
1604,jEY4wdZgddVv8uUKpROUvbbWOAFRQbH,Honda,Pilot,2004,White,Nigerian Used,423362.0,3500.0,LAGOS,Registered,Registered,Magodo,3600000,SUV,Petrol,Automatic
1605,jEY4wdZjSjYsQ0fH9Zvv9U9AwCM9Lpi,Honda,Odyssey,2007,Blue,Foreign Used,212812.0,3500.0,,Imported,Imported,Jabi,5533500,,Petrol,Automatic
1606,jEY4wdZz12CA1qF7vNMWsZ4gJNiEBME,Honda,Accord,2013,Black,Nigerian Used,131986.0,3500.0,,Registered,Registered,Ikeja,12480000,,Petrol,Automatic
1607,jEY4wdZbGyZqdlhD9e9DfZ5Yz03Bkx4,Toyota,Camry,2011,Silver,Nigerian Used,240129.0,3500.0,,Registered,Imported,Gwarinpa,8840000,,Petrol,Automatic
1608,jEY4wdZg4w2hdQDUu672pfIPimjn1Z5,Mercedes-Benz,Vaneo,2001,Green,Foreign Used,254879.0,1900.0,,Imported,Imported,Enugu,6510000,Hatchback,Petrol,Automatic
1609,jEY4wdZVY2KuOgRr5x5NT48WJG6Ewxh,Honda,Accord,2008,Black,Nigerian Used,229827.0,2400.0,Lagos,Registered,Imported,Ajah,4784000,,Petrol,Automatic
1610,jEY4we0099jWzwVUFF1bS3tpuPOZRKy,Toyota,Sienna,2005,Silver,Nigerian Used,201240.0,3300.0,,Registered,Imported,Port-Harcourt,4472000,Minivan,Petrol,Automatic
1611,jEY4wdZyGT1K0LuueG6rzQTRq4yehn9,Toyota,Avalon,2007,White,Nigerian Used,216263.0,3500.0,,Registered,Registered,Lekki,4725000,,Petrol,Automatic
1612,jEY4wdZrg5FhiC1Ta6DPLYWw439LYHb,Toyota,4-Runner,2020,Silver,Foreign Used,69396.0,3500.0,,Imported,Imported,Amuwo-Odofin,49088000,SUV,Petrol,Automatic
1613,jEY4wdZTjC8SSoyrBsQ1sDaoi4sW6nj,BMW,535i,2009,Silver,Nigerian Used,158574.0,3000.0,Lagos,Registered,Imported,Ajah,2940000,,Petrol,Automatic
1614,jEY4wdZtt9CcoyevIXl8cGdPxbbUKT5,Lexus,GX,2017,Black,Nigerian Used,95528.0,4600.0,LAGOS,Registered,Imported,Lekki,38850000,SUV,Petrol,Automatic
1615,jEY4wdZgea75kcyjyEoqRIEWt8FAJfT,Toyota,Corolla,2018,Black,Foreign Used,78934.0,1800.0,,Imported,Imported,Ikeja,20800000,,Petrol,Automatic
1616,jlCs49Qb2UpSE5QzMukT0aZWAFkPbA,Lexus,GX,2017,Silver,Foreign Used,107691.0,4600.0,,Imported,Imported,Ogudu,55120000,SUV,Petrol,Automatic
1617,jEY4wdZqj2TE0GhYN3UuttOhoMHkHSi,Toyota,Corolla,2005,Gray,Nigerian Used,305587.0,1800.0,Delta State,Registered,Registered,Alimosho,3843000,,Petrol,Automatic
1618,jEY4wdZBUsT2gUNCnlMemW2B9O3e3Yq,Toyota,Sienna,2006,Gray,Nigerian Used,158988.0,3300.0,LAGOS,Registered,Imported,Ilupeju,4672500,,Petrol,Automatic
1619,jEY4wdZHWzHo5te0dxSGoCozlBtbgzP,Honda,Accord,2005,Gray,Nigerian Used,214212.0,2400.0,ABUJA,Registered,Registered,Jabi,2625000,,Petrol,Automatic
1620,jEY4wdZF88FRSQAKMvJzTwKDYPPtd0R,Hyundai,Sonata,2011,Blue,Nigerian Used,298794.0,2400.0,,Registered,Registered,Ilupeju,5460000,,Petrol,Automatic
1621,jEY4we00XLGXuUZFD1PZmyZrIb2cRpB,Toyota,RAV4,2014,Silver,Nigerian Used,50495.0,2500.0,,Registered,Imported,Gwarinpa,13125000,SUV,Petrol,Automatic
1622,jEY4wdZv58Ee1RSLOjloQLKcUgdbfRu,Acura,TLX,2015,Red,Foreign Used,166936.0,3500.0,,Imported,Imported,Jabi,13650000,,Petrol,Automatic
1623,jEY4wdZZ2dudh1wdPdQZGNviD3TSn4v,Toyota,Corolla,2014,Silver,Foreign Used,209754.0,1800.0,,Imported,Imported,Jabi,16640000,,Petrol,Automatic
1624,jEY4wdZmXyC5MoJ7kgI0jg1E8PcQe4I,Mercedes-Benz,M Class,2010,Black,Foreign Used,256550.0,3500.0,,Imported,Imported,Surulere,15080000,SUV,Petrol,Automatic
1625,jEY4wdZrKLT1hDqpELD3dEXsrFTIvsS,Lexus,RX 350,2009,Red,Nigerian Used,316133.0,3500.0,Lagos,Registered,Imported,Amuwo-Odofin,10500000,SUV,Petrol,Automatic
1626,jlCs49Q87D0wh6xPNJ00IFfhBYZHil,Honda,Accord,2008,Brown,Nigerian Used,118099.0,3500.0,Lagos,Registered,Registered,Wuse,3297000,,Petrol,Automatic
1627,jEY4wdZZ1AQD6kJKNPoNddhaboxTBwh,Toyota,Sienna,2000,Blue,Nigerian Used,341396.0,3000.0,LAGOS,Registered,Registered,Ibadan,2677500,,Petrol,Automatic
1628,jEY4wdZJFwRGwnKetl4C1UZjTN7KnRH,Nissan,Rogue,2013,Gray,Nigerian Used,285009.0,2400.0,Lagos,Registered,Imported,Alimosho,5460000,SUV,Petrol,Automatic
1629,jEY4wdZVPNjJGKD1vEwpMp4ASO3yiJG,Toyota,Camry,2008,Silver,Nigerian Used,239986.0,2400.0,LAGOS,Registered,Registered,Yaba,5720000,,Petrol,Automatic
1630,jEY4wdZpO8XcO8HX2I8B8EzrlXAsYoS,Porsche,Cayenne,2004,Black,Nigerian Used,89094.0,4500.0,,Registered,Imported,Ikeja,3675000,SUV,Petrol,Automatic
1631,jEY4wdZVEdGdc55vtgrmavogR85KkxY,Honda,Pilot,2004,Black,Nigerian Used,140746.0,3500.0,LAGOS,Registered,Registered,Ibadan,2310000,SUV,Petrol,Automatic
1632,jEY4wdZx0DOSlPCKtkj8WXI0EDBv1Ul,Land Rover,Discovery Sport,2016,Blue,Nigerian Used,77756.0,2000.0,,Registered,Imported,Kosofe,24675000,SUV,Petrol,Automatic
1633,jEY4wdZuvYOmOdsmeofSQLbANCpMlFt,Mercedes-Benz,GL-Class,2010,Silver,Nigerian Used,86908.0,4600.0,,Registered,Imported,Gudu,15750000,,Petrol,Automatic
1634,jEY4wdZVZLnRtm1NGMXqRTfIrgARqEz,Ford,F-250,2008,Brown,Nigerian Used,457612.0,5400.0,LAGOS,Registered,Imported,Abeokuta North,4725000,,Petrol,Automatic
1635,jEY4we01f0tPPCuLcyinWMt1f2jxIFa,Toyota,Venza,2011,Black,Foreign Used,187854.0,2700.0,,Imported,Imported,Ibadan,18200000,SUV,Petrol,Automatic
1636,jEY4we00rZdsiOVsVcZdHidBLNqqnMF,Toyota,Camry,2011,Black,Nigerian Used,152380.0,2400.0,,Registered,Registered,Port-Harcourt,6510000,Sedan,Petrol,Automatic
1637,jEY4wdZnETx0G1jikod2hz4mZ1Hxsyb,Toyota,Highlander,2008,Black,Nigerian Used,107536.0,3300.0,LAGOS,Registered,Registered,Ibadan,5565000,SUV,Petrol,Automatic
1638,jEY4wdZ9i6kJs7fIQUtkRNSQV6yoHFd,Toyota,Camry,2008,Silver,Nigerian Used,281967.0,2400.0,NASSARAWA,Registered,Imported,Kaduna / Kaduna State,7072000,Sedan,Petrol,Automatic
1639,jEY4wdZdnXnAXPc5fS2cuJmhMTOhc1Z,Toyota,Camry,2009,Blue,Foreign Used,111911.0,2400.0,,Imported,Imported,Abeokuta North,9360000,,Petrol,Automatic
1640,jEY4wdZukCQH1cPA0ERFeZzyGOMjeAJ,Mercedes-Benz,GL-Class,2007,Black,Nigerian Used,221202.0,,Lagos,Registered,Imported,Ikeja,5040000,SUV,Petrol,Automatic
1641,jEY4wdZxrHsyx0whlvu6T3byOHeMgja,Toyota,Venza,2009,Red,Nigerian Used,181935.0,3500.0,,Registered,Imported,Oshimili South,11235000,SUV,Petrol,Automatic
1642,jEY4wdZu37ZEHxwb5Xq1sfdopKxOVuG,Mazda,3,2007,Gray,Nigerian Used,140805.0,2000.0,,Registered,Registered,Yaba,5250000,,Petrol,Automatic
1643,jEY4wdZbxqJDmtK7r8NnM8U2BYDesIi,Toyota,Sienna,2002,Silver,Nigerian Used,194485.0,3000.0,Lagos,Registered,Imported,Ajah,3255000,Hatchback,Petrol,Automatic
1644,jEY4wdZQFiBEMlcEGFdoFapxxRixaTm,Toyota,Camry,2015,Black,Nigerian Used,66813.0,2500.0,ABUJA,Registered,Registered,Benin City,13650000,,Petrol,Automatic
1645,jEY4wdZZhSse8KXvfPvVbaY4h9vgbhq,Honda,Pilot,2005,Gray,Nigerian Used,278871.0,3500.0,ABUJA,Registered,Registered,Gwagwalada,2835000,SUV,Petrol,Automatic
1646,jEY4wdZZvabdVe4uKfEg96uZxLILrlq,Honda,Stream,2001,Silver,Nigerian Used,582532.0,1800.0,LAGOS,Registered,Registered,Ikorodu,1575000,,Petrol,Manual
1647,jEY4wdZhma0VvOdZikY8rjbdMncyesP,Mercedes-Benz,M Class,2010,White,Nigerian Used,121570.0,5500.0,,Registered,Registered,Port-Harcourt,7350000,,Petrol,Automatic
1648,jEY4wdZbkh8kpQxHOaKW5zFEoa3EP5H,Mercedes-Benz,C350,2010,Gray,Nigerian Used,213543.0,3500.0,LAGOS,Registered,Imported,Ojodu,7560000,,Petrol,Automatic
1649,jEY4wdZG6Pi9eUsB1rYL0GAq49XNTeY,Toyota,Venza,2010,White,Foreign Used,94966.0,2400.0,,Imported,Imported,Benin City,15750000,SUV,Petrol,Automatic
1650,jEY4wdZrzXKePI0DrvbkxsXGa5EJQj7,Lexus,RX 350,2015,Brown,Foreign Used,156822.0,3500.0,,Imported,Imported,Ilupeju,29120000,SUV,Petrol,Automatic
1651,jEY4wdZx8TiiCHP2z1UKW3ahLzjK5Ts,Toyota,Camry,2000,Gray,Nigerian Used,310590.0,3000.0,LAGOS,Registered,Registered,Abeokuta North,2310000,,Petrol,Automatic
1652,jEY4wdZv8Li0IUtGwMQkxp8etIcrSbg,Mercedes-Benz,E350,2008,Silver,Nigerian Used,197212.0,3500.0,ABUJA,Registered,Imported,Benin City,3360000,,Petrol,Automatic
1653,jEY4wdZvmzwJUbytvr8JAzDUgnEOKmj,Toyota,Camry,2005,Gray,Nigerian Used,145774.0,3000.0,,Registered,Registered,Karu,3150000,,Petrol,Automatic
1654,jEY4wdZvboR8aFExxbqhj7PHsULNk24,Honda,Accord,2014,Red,Nigerian Used,79760.0,2400.0,LAGOS,Registered,Imported,Lekki,8610000,,Petrol,Automatic
1655,jEY4we01hxddB3Nz64gZ29gB3eiTz6u,Ford,Escape,2018,Silver,Nigerian Used,85783.0,1500.0,Lagos,Registered,Imported,Benin City,11550000,SUV,Petrol,Automatic
1656,jEY4wdZPtuSBXAgHp9Kgig83XneR9jh,Lexus,RX 330,2004,Gray,Nigerian Used,232705.0,3300.0,Enugu State,Registered,Registered,Alimosho,7350000,SUV,Petrol,Automatic
1657,jEY4wdZQGGpqRx4sJfdApOBFruBeDuS,Peugeot,206,2004,Red,Nigerian Used,108547.0,1600.0,ABUJA,Registered,Imported,Garki 2,3675000,Convertible,Petrol,Automatic
1658,jEY4wdZy3zHwaYpSV32RcmzJSuO5mS2,Mercedes-Benz,C300,2009,Black,Nigerian Used,166807.0,3000.0,ENUGU,Registered,Imported,Enugu,5565000,,Petrol,Automatic
1659,jEY4wdZOO2Qfb0q8xRSQBmjBf06LBfh,Toyota,Corolla,2010,Blue,Foreign Used,73428.0,1800.0,,Imported,Imported,Kubwa,9712500,,Petrol,Automatic
1660,jEY4wdZAlqvxJfBatnMH8uX0S1V9LpL,Acura,MDX,2008,Black,Nigerian Used,294316.0,3700.0,Lagos,Registered,Imported,Ikotun/Igando,6300000,SUV,Petrol,Automatic
1661,jlCs49Pl9RRbqjNp9IwEmAlkLyHxcI,Toyota,Land Cruiser,2014,Black,Nigerian Used,42834.0,4600.0,FCT,Registered,Brand new,Lugbe District,31500000,SUV,Petrol,Automatic
1662,jEY4wdZcUomV6Wp3fmjSf9ADVx85OjT,Kia,Cerato,2012,Gray,Nigerian Used,159526.0,1600.0,Lagos,Registered,Brand new,Isolo,3675000,,Petrol,Manual
1663,jEY4wdZfSJWo9vG1eAwWbc2JvsjUabz,Ford,Explorer,2016,Black,Nigerian Used,67949.0,3500.0,,Registered,Registered,Ikorodu,6300000,SUV,Petrol,Automatic
1664,jEY4wdZgb4qn8vofJ3yPRkjiIQmFNdT,Toyota,Highlander,2015,Black,Foreign Used,224171.0,3500.0,,Imported,Imported,Lekki,28035000,,Petrol,Automatic
1665,jEY4wdZnJZFWwcAuePR31NsJSgQ66Fh,Mercedes-Benz,C63,2020,Black,Nigerian Used,38208.0,40000.0,ABUJA,Registered,Imported,Jabi,141750000,Coupe,Petrol,Automatic
1666,jEY4wdZX4JMjm98KWy5IpL7eamG5Yzm,Toyota,Corolla,2007,Silver,Nigerian Used,299999.0,1800.0,LAGOS,Registered,Imported,Lekki,5720000,,Petrol,Automatic
1667,jEY4wdZHH8FTHXMO0UYvIJNEgNKB1ih,Mazda,CX-7,2007,Purple,Nigerian Used,170606.0,23000.0,LAGOS,Registered,Imported,Abeokuta North,4200000,SUV,Petrol,Automatic
1668,jEY4wdZEOg9u01l5g8okYE99VYpdXC6,Mercedes-Benz,C-Class,2016,Blue,Nigerian Used,34791.0,1600.0,,Registered,Imported,Ikeja,19425000,,Petrol,Manual
1669,jEY4wdZTJhZ9DpPd2P9bba4d83AkZDr,Toyota,Highlander,2007,Gold,Nigerian Used,192972.0,3300.0,Lagos State,Registered,Imported,Alimosho,8190000,SUV,Petrol,Automatic
1670,jEY4wdZjxswXK3Odu7IiNyTCEOFFSov,Toyota,Sienna,2007,Gray,Nigerian Used,191167.0,3500.0,ABUJA,Registered,Registered,Kubwa,6300000,,Petrol,Automatic
